audio_filepath,start,end,text,pronunciation
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,394.96,403.68,παιδιά τα παιδιά του τους γύρω του,pˌeðiˈa ta pˌeðiˈa tu tuz jˈiro tu
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,398.639,405.919,Ε πότε ξεκινά ο άνθρωπος μετά το άκουσμα,ˈepsilˌon pˈote ksˌecinˈa o ˈanθropˌoz metˈa to ˈakusmˌa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,403.68,408.24,της διάγνωσης να μπαίνει σε μια,tiz ðiˈaɣnosˌiz na bˈeni se mɲa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,405.919,410.28,διαδικασία αναφοίωσης τζαί διαχείρισης,ðˌiaðˌikasˈi ˌanafˈiosˌis dzˈe ðˌiaçˈirisˌis
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,408.24,413.24,του,tu
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,410.28,417.52,ζητήματος να το αποδέχεται δηλαδή να σου,zitˈimatˌoz na to ˌapoðˈeçetˌe ðˌilaðˈi na su
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,413.24,420.68,πω θαρκούμαι ότι το οποιοδήποτε ενδεχόμενο,pˈo θarkˈume ˈoti to ˌopioðˈipotˌe ˌenðexˈomenˌo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,417.52,423.319,στη διάγνωση το είχα από τη από πριν καν,sti ðiˈaɣnosˌi to ˌix apˌo ti apˌo prˈiŋ ɡˈan
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,420.68,425.919,πάω στον προσωπικό μου γιατρό,pˈao stom brˌosopikˈo mu jatrˈo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,423.319,427.599,Ε εν ήμουν ποτέ απ τα άτομα που,ˈepsilˌon ˈen ˌimum botˈe ˈap t ˈatomˌa pu
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,425.919,430.24,προσπαθούσα να ελέγξω τα πράγματα που,prˌospaθˈusa na elˈeɣkso ta prˈaɣmatˌa pu
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,427.599,432.84,εν μπορώ να ελέγξω τζαί θαρκούμαι ότι αυτό,ˈen borˈo na elˈeɣkso dzˈe θarkˈume ˈoti aftˈo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,430.24,435.919,είναι ένα μάθημα που μας έρχεται στη,ˌine ˌena mˈaθimˌa pu mas ˈerçetˌe sti
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,432.84,438.52,ζωή στον οποιοδήποτε έννα έρθει τζαί το,zoˈi ston ˌopioðˈipotˌe ˈena ˈerθi dzˈe to
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,435.919,440.879,θέμα είναι πότε έννα το μάθει Δηλαδή πότε,θˈema ˌine pˈote ˈena to mˈaθi ðˌilaðˈi pˈote
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,438.52,443.0,έννα μάθει ότι εν μπορώ να ελέγξω τα,ˈena mˈaθi ˈoti ˈen borˈo na elˈeɣkso ta
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,440.879,446.44,πάντα Άρα αφού εν μπορώ να τα ελέγξω,pˈad ˈar afˈu ˈen borˈo na ta elˈeɣkso
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,443.0,449.52,ας αποδέχομαι πιο γρήγορα ε το κάθετί,ˈas ˌapoðˈexomˌe pçˈo ɣrˈiɣorˌa ˈepsilˌon to kˈaθetˈi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,446.44,452.599,που έρχεται στη ζωή μου τζαί πρέπει να να,pu ˈerçetˌe sti zoˈi mu dzˈe prˈepi na na
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,449.52,455.96,προχωρήσω Αυτό ήταν το ένατο τιτσίν,prˌoxorˈiso aftˈo ˌitan do ˈenatˌo titsˈin
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,452.599,458.52,Ε το δεύτερον κομμάτιν ε γιατί η,ˈepsilˌon to ðˈefterˌoŋ ɡomˈatin ˈepsilˌon jatˈi ˈita
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,455.96,460.479,διάγνωση σε μένα πήρε δύο μήνες,ðiˈaɣnosˌi se mˈena pˈire ðˈio mˈines
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,458.52,464.879,Καταρχάς ξεκινήσαμε από,kˌatarxˈas ksˌecinˈisamˌe apˌo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,460.479,468.599,το δενομίζω να είναι τίποτα Ε αλλά,to ðˌenomˈizo na ˌine tˈipotˌa ˈepsilˌon alˌa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,464.879,470.52,επειδή σε νέα να ξεκινήσουμε να το να το,ˌepiðˈi se nˈea na ksˌecinˈisumˌe na to na to
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,468.599,472.36,ελέγχουμε Την ίδια ημέρα δηλαδή είχα,elˈeŋxumˌe tin ˈiðja imˈera ðˌilaðˈi ˌixa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,470.52,474.159,πάει στους άλλους γιατρούς έκανα,pˈai stus ˈaluz jatrˈus ˈekanˌa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,472.36,478.08,αιματολογικές τζαί τέτοια Βγα βγαίναν,ˌematˌolojicˈes dzˈe tˈetiˌa vɣˈa vjˈenan
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,474.159,480.199,όλα αρνητικά Ε όλες οι ειδικότητες,ˈol ˌarnitikˈa ˈepsilˌon ˈoles i ˌiðikˈotitˌes
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,478.08,482.0,στις οποίες έπρεπε να συναναστραφω μαζί,stis opˈies ˈeprepˌe na sˌinanastrˈafo mazˌi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,480.199,484.479,τους ε,tus ˈepsilˌon
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,482.0,488.4,ξαναδιαβάζαν για να δουν αν μπορούν να,ksˌanaðˌiavˈazan janˌa ðˈun an borˈun na
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,484.479,490.36,βρουν κάτι άλλο Ε εν βρίσκαμε τίποτα,vrˈuŋ ɡˈati ˈalo ˈepsilˌon ˈen vrˈiskamˌe tˈipotˌa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,488.4,492.52,Μέχρι που πήγαμε,mˈexri pu pˈiɣamˌe
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,490.36,495.0,για ε,jˈa ˈepsilˌon
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,492.52,497.599,χειρουργείων βγάλαμε το λεφαδέναν τον,çˌirurjˈion vɣˈalamˌe to lˌefaðˈenan don
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,495.0,500.68,έναν που ήταν εδώ Το πρώτον εργαστήριν,ˌenam bu ˌitan eðˈo to prˈoton ˌerɣastˈirin
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,497.599,503.199,πάλι είπεν εν ξέρω ήντα είναι Πήγε στο,pˈali ˈipen ˈeŋ ɡzˈero ˈida ˌine pˈije sto
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,500.68,505.8,γεννητικό νοσοκομείο το δείγμα μου τζαί,jˌenitikˈo nˌosokomˈio to ðˈiɣma mu dzˈe
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,503.199,507.24,τζιαμέ είχαν βρει ότι ήτανε μεταστατικό,dzˌiamˈe ˌixan vrˈi ˈoti ˈitanˌe mˌetastˌatikˈo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,505.8,511.639,ραυδόμιο,ravðˈomiˌo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,507.24,513.479,άρκωμα που είναι τύχη που το βρήκαν,ˈarkomˌa pu ˌine tˈiçi pu to vrˈikan
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,511.639,516.279,γιατί το βδομιο σάρκμα εμφανίζεται μόνο,jatˈi to vðomˈio sˈarkma ˌemfanˈizetˌe mˈono
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,513.479,519.479,σε μωρά,se morˈa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,516.279,522.68,τζαί επίσης ήτανε μεταστατικό εν ήταν ο,dzˈe epˈisis ˈitanˌe mˌetastˌatikˈo ˈen ˌitan ˈomikrˌon
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,519.479,524.44,πρωτοπαθής οι πρωτοπαθείς στο,prˌotopaθˈis i prˌotopaθˈis sto
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,522.68,526.6,ραβοδισάρκο μας συνήθως εμφανιζονται σε,rˌavoðisˈarko mas sinˈiθos ˌemfanizˈode se
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,524.44,529.279,χέρια όξα σε πόδια οπότε τζαί οι γιατρούς,çˈeriˌa ˈoksa se pˈoðja opˈote dzˈe i jatrˈus
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,526.6,532.16,τζιαμέ λέει ξεκινήσετε να ψάχνετε τα πόδια,dzˌiamˈe lˈei ksˌecinˈisetˌe na psˈaxnetˌe ta pˈoðja
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,529.279,534.32,της ήτα τα χέρια της Άρα πάλι έννα,tis ˈita ta çˈeriˌa tis ˈara pˈali ˈena
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,532.16,538.0,πηγαίναμε σε άλλα μονοπάτια ενώ έννα,pijˈenamˌe se ˈala mˌonopˈatiˌa enˈo ˈena
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,534.32,539.44,ψάχναμε κάτι που εν υπάρχει Ε δόξα το,psˈaxnamˌe kˈati pu ˈen ipˈarçi ˈepsilˌon ðˈoksa to
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,538.0,544.44,Θεόν Είχαμε βρει τον πρώτο παθίμ που,θeˈon ˌixamˌe vrˈi tom brˈoto paθˈim pu
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,539.44,548.24,ήτανε μέσα στη εδώ ε από θείαν τύχη,ˈitanˌe mˌesa sti eðˈo ˈepsilˌon apˌo θˈian dˈiçi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,544.44,551.48,έννα πω εγώ τζαί κατευθείαν μπορούσαμε να,ˈena pˈo eɣˈo dzˈe kˌatefθˈian borˈusamˌe na
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,548.24,553.32,έχουμε τη διάγνωση ώστε να προχωρήσω σε,ˌexumˌe ti ðiˈaɣnosˌi ˈoste na prˌoxorˈiso se
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,551.48,555.44,θεραπεία,θˌerapˈia
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,553.32,558.519,εν ρώτησα ούτε μία,ˈen rˈotisˌa ˈute mˌia
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,555.44,561.279,στιγμή ήντα πο πώς πότε γιατί εν,stiɣmˈi ˈida pˈo pˈos pˈote jatˈi ˈen
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,558.519,564.36,γκούγκλαρα ούτε μία στιγμή Ε με τους,ɡˈuŋɡlarˌa ˈute mˌia stiɣmˈi ˈepsilˌon me tus
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,561.279,566.519,δικούς μου πάντα έκανα πλάκα Αυτοί εν,ðikˈuz mu pˈada ˈekanˌa plˈak aftˈi ˈen
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,564.36,569.48,γελούσανε τόσο πολύ Εγώ γελούσα Ε,jelˈusanˌe tˈoso polˈi eɣˈo jelˈusa ˈepsilˌon
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,566.519,571.8389999999999,είναι ένα χαρακτηριστικό αυτό που,ˌine ˌena xˌaraktˌiristikˈo aftˈo pu
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,569.48,574.079,συμβαίνουν με κάποιους ασθενείς δηλαδή,simvˈenun me kˈapiˌus ˌasθenˈiz ðˌilaðˈi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,571.8389999999999,575.9590000000001,να προσπαθούν να κάνουν το ψυχολόγον,na prˌospaθˈun na kˈanun do psˌixolˈoɣon
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,574.079,579.0,τους γονείς τους τους συγγενείς τους,tuz ɣonˈis tus tus sˌiŋɡenˈis tus
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,575.9590000000001,582.48,οι οποίοι φυσιολογικά τζαί ανθρώπινα,i opˈii fˌisjolˌojikˈa dzˈe anθrˈopinˌa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,579.0,584.04,αγχώνονται ανησυχούν αγωνιούν,aŋxˈonodˌe ˌanisixˈun ˌaɣoɲˈun
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,582.48,587.76,τζαί εν μπορούν να κάνουν τίποτα Νο εν,dzˈe ˈen borˈun na kˈanun dˈipotˌa nˈo ˈen
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,584.04,590.079,μπορούν να κάνουν τίποτα Άρα τζιαμέ πώς,borˈun na kˈanun dˈipot ˈara dzˌiamˈe pˈos
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,587.76,593.6,το διαχειρίζεσαι Εντάξει εν έχουν όλοι,to ðˌiaçirˈizesˌe edˈaksi ˈen ˌexun ˈoli
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,590.079,593.6,οι άνθρωποι τρέσει,i ˈanθropˌi trˈesi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,593.72,598.48,ε σε έναν άνθρωπο σε ένα συμπολίτη μας,ˈepsilˌon se ˌenan ˈanθropˌo se ˌena sˌibolˈiti mas
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,595.92,600.8,που περνά από αυτή τη διαδικασία αυτή τη,pu pernˈa apˌo aftˈi ti ðˌiaðˌikasˈi aftˈi ti
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,598.48,603.8,στιγμή που βλέπει τη μάμμα του τζαί τον,stiɣmˈi pu vlˈepi ti mˈama tu dzˈe ton
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,600.8,604.56,μπαμπά του να λυπούνται μπορεί να μείνει,babˈa tu na lipˈude borˈi na mˈini
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,603.8,609.64,του το,tu to
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,604.56,612.519,νεύκω να κρύφκνονται αλλά το,nˈefko na krˈifknodˌe alˌa to
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,609.64,616.36,νιώθει το αισθάνεται Να το πάρω ένα,ɲˈoθi to esθˈanetˌe na to pˈaro ˌena
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,612.519,618.76,πατί παρακάτω Βεβαίως τζαί να πω ότι,patˈi pˌarakˈato vevˈeos dzˈe na pˈo ˈoti
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,616.36,622.04,θεωρώ ότι οι δικοί μας πάντα έχουν μια,θˌeorˈo ˈoti i ðicˈi mas pˈada ˌexun mɲa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,618.76,625.399,κρυφήν ελπίδα Άνθρωποι σαν,krifˈin elpˈið ˈanθropˌi sˈan
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,622.04,627.48,εμέναν εν σκεφτονται με την ελπίδα,emˈenan ˈen sceftˈode me tin elpˈiða
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,625.399,630.6,Σκεφτούνται με το τώρα Ήντα μπορώ να κάνω,sceftˈude me to tˈora ˈida borˈo na kˈano
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,627.48,632.04,σήμερα Μπορώ να κάνω αυτό έννα το κάνω,sˈimerˌa borˈo na kˈano aftˈo ˈena to kˈano
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,630.6,635.079,Μπορώ να κάνω αυτόν το φάρμακον που ξέρω,borˈo na kˈano aftˈon do fˈarmakˌom bu ksˈero
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,632.04,638.8389999999999,ότι έννα πονέσω έννα το κάνω Ε μπορώ να,ˈoti ˈena ponˈeso ˈena to kˈano ˈepsilˌon borˈo na
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,635.079,640.88,κάνω αυτή τη θεραπείαν που ε ξέρω ότι έννα,kˈano aftˈi ti θˌerapˈiam bu ˈepsilˌon ksˈero ˈoti ˈena
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,638.8389999999999,645.0,με αφήσει στο μονή μία εβδομάδα την,me afˈisi sto monˈi mˌia ˌevðomˈaða tin
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,640.88,647.0,κάνω Οπότε θεωρώ ότι η διαφορά στον,kˈano opˈote θˌeorˈo ˈoti i ðˌiaforˈa ston
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,645.0,649.9590000000001,περήγυρο σε σχέση με το άτομα που το,perˈijirˌo se sçˈesi me to ˈatomˌa pu to
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,647.0,651.48,περνά είναι ότι το άτομα που το περνά,pernˈa ˌine ˈoti to ˈatomˌa pu to pernˈa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,649.9590000000001,653.76,τζαί θαρκούμαι που το περνά σαν εμένα,dzˈe θarkˈume pu to pernˈa sˈan emˈena
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,651.48,657.68,δηλαδή εν είμαι αγνώμονας του ήντα,ðˌilaðˈi ˈen ˌime aɣnˈomonˌas tu ˈida
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,653.76,659.68,συμβαίνει Μια χαρά ε αντίληψη έχω το ήντα,simvˈeni mɲa xarˈa ˈepsilˌon adˈilipsˌi ˌexo to ˈida
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,657.68,662.519,συμβαίνει Απλά εν με ενδιαφέρει γιατί,simvˈeni aplˈa ˈen me ˌenðiafˈeri jatˈi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,659.68,665.839,εν μπορώ να κάνω κάτι Ενώ ο κόσμος,ˈen borˈo na kˈano kˈati enˈo o kˈosmos
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,662.519,667.639,γύρω μου ε έννα ήθελε να κάνει κάτι έννα,jˈiro mu ˈepsilˌon ˈena ˈiθelˌe na kˈani kˈati ˈena
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,665.839,670.56,ήθελε να μπορεί να κάνει κάτι τζαί εν,ˈiθelˌe na borˈi na kˈani kˈati dzˈe ˈen
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,667.639,672.04,μπορεί Ναι Ε,borˈi nˈe ˈepsilˌon
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,670.56,675.92,εν μπορεί για πάρα πολλούς λόγους,ˈen borˈi jˈa pˈara polˈuz lˈoɣus
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,672.04,678.76,Καταρχάς είσαι παγκόσμιο φαινόμενο Ωχ,kˌatarxˈas ˌise paŋɡˈosmiˌo fenˈomenˌo ˈox
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,675.92,681.24,Είσαι είσαι η μοναδική περίπτωση ανά το,ˌise ˌise i mˌonaðicˈi perˈiptosˌi anˈa to
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,678.76,685.76,παγκόσμιο Άρα αντιλαμβάνομαι ότι τζαί να,paŋɡˈosmiˌo ˈar ˌadilamvˈanomˌe ˈoti dzˈe na
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,681.24,688.24,ήθελες να κάνεις να κάνεις,ˈiθelˌez na kˈaniz na kˈanis
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,685.76,690.24,αναζήτηση διαδικτυακή Θαρκούμαι αυτό,ˌanazˈitisˌi ðˌiaðˌiktiacˈi θarkˈume aftˈo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,688.24,691.8,βοηθάει για τον περιγύρο μου Άρα ξέρεις,voɪθˈai jˈa tom bˌerijˈiro mu ˈara ksˈeris
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,690.24,694.48,ότι αυτοί μπορούν Δε εν υπάρχουν στην,ˈoti aftˈi borˈun ðˈe ˈen ipˈarxun stin
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,691.8,697.279,κριτικά στοιχεία δεδομένα Έτσι Ναι,krˌitikˈa stiçˈia ðˌeðomˈena ˈetsi nˈe
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,694.48,701.079,Τίποτα Τίποτα Τίποτα Γιατί υπάρχει,tˈipotˌa tˈipotˌa tˈipotˌa jatˈi ipˈarçi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,697.279,701.079,εδώ γεννάται τζαί η ελπίδα,eðˈo jenˈate dzˈe i elpˈiða
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,701.44,707.0,Ναι Να σου πω αν εν είχαμε τη την,nˈe na su pˈo an ˈen ˌixamˌe ti tin
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,705.56,708.9590000000001,ιατρικήν ομάδα μπορεί να ασχολείται με,ˌiatricˈin omˈaða borˈi n ˌasxolˈite me
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,707.0,710.639,τα σαρκόματα στην Κύπρων μπορεί να σου,ta sarkˈomatˌa stiŋ ɡˈipron borˈi na su
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,708.9590000000001,714.0,απαντολούσα πολύ διαφορετικά Αλλά,ˌapadolˈusa polˈi ðˌiafˌoretikˈa alˌa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,710.639,717.639,επειδή έχω εμπιστοσύνη στη στους,ˌepiðˈi ˌexo ˌebistosˈini sti stus
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,714.0,720.639,γιατρούς εδώ η έχουμε τζαί κάποιους πιο,jatrˈus eðˈo i ˌexumˌe dzˈe kˈapiˌus pçˈo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,717.639,724.2,σπουδαίους γιατρούς στον κόσμο που είναι,spuðˈeuz jatrˈus stoŋ ɡˈosmo pu ˌine
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,720.639,727.12,στην Κύπρο Είναι Κύπρο Ε οπότε,stiŋ ɡˈipro ˌine cˈipro ˈepsilˌon opˈote
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,724.2,729.56,πραγματικά είμαι τυχερή Ε τζαί αυτό,prˌaɣmatikˈa ˌime tˌiçerˈi ˈepsilˌon dzˈe aftˈo
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,727.12,732.72,είναι τα ένα από τα πράγματα που,ˌine ta ˌen apˌo ta prˈaɣmatˌa pu
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,729.56,734.959,συζητούμε τζαί στην οικογένεια μας ότι,sˌizitˈume dzˈe stin ˌikojˈeɲa mas ˈoti
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,732.72,736.76,εννεν ότι βρέθηκαμε με μία διάγνωση,ˈenen ˈoti vrˈeθikˌame me mˌia ðiˈaɣnosˌi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,734.959,739.8389999999999,που έπρεπε να ψάχνουμε να πάμε στο,pu ˈeprepˌe na psˈaxnumˌe na pˈame sto
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,736.76,744.88,εξωτερικό να κάνω θεραπείες αλλού να,ˌeksotˌerikˈo na kˈano θˌerapˈies alˈu na
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,739.8389999999999,747.959,να επότε μένεις εδώ λοιπόν τζαί ξεκινάς,na epˈote mˈenis eðˈo lipˈon dzˈe ksˌecinˈas
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,744.88,750.44,τον αγώνα Λες πολύ ορθά εν μπορώ να,ton aɣˈona lˈes polˈi orθˈa ˈen borˈo na
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,747.959,752.56,κάνω κάτι εγώ προσωπικά Αφήνω στα χέρια,kˈano kˈati eɣˈo prˌosopikˈa afˈino sta çˈeriˌa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,750.44,754.48,της επιστήμης αλλά ερχόμαστε σε ένα,tis ˌepistˈimis alˌa erxˈomastˌe se ˌena
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,752.56,758.12,κύριο ζήτημα Μαρία μου,cˈiriˌo zˈitimˌa marˈia mu
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,754.48,759.519,δηλαδή μια επιθετική ασθένεια χρίζει,ðˌilaðˈi mɲa ˌepiθˌeticˈi asθˈeɲa xrˈizi
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,758.12,762.48,άμεσης,ˈamesˌis
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,759.519,765.04,αντιμετώπισης Πόσον άμεσα είναι τα,ˌadimetˈopisˌis pˈoson ˈamesˌa ˌine ta
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,762.48,767.199,αντανακλαστικά του συστήματος υγείας της,ˌadanˌaklastikˈa tu sistˈimatˌos ijˈias tis
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,765.04,769.48,Κύπρου του συστήματος υγείας της Κύπρου,cˈipru tu sistˈimatˌos ijˈias tis cˈipru
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,767.199,772.04,καρτζί σε ένα επιθετικό καρκίνο με,kardzˈi se ˌena ˌepiθˌetikˈo karcˈino me
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,769.48,774.24,ειλικρίνεια,ˌilikrˈiɲa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,772.04,777.68,Να σου πω εγώ μπορώ να μιλήσω μόνο για,na su pˈo eɣˈo borˈo na milˈiso mˈono jˈa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,774.24,779.88,τη δική μου την γιατί αυτόν έζησα,ti ðicˈi mu tin jatˈi aftˈon ˈezisˌa
/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,777.68,783.399,Προφανώς,prˌofanˈos
