audio_filepath,start,end,text,pronunciation
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1097.2,1101.84,σου δώσουν οι άλλοι είναι στην πραγματικότητα μια εσωτερική,su ðˈosun i ˈali ˌine stim brˌaɣmatikˈotitˌa mɲa ˌesotˌericˈi
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1098.96,1105.2,διαδικασία Είναι λοιπόν κάτι που,ðˌiaðˌikasˈia ˌine lipˈoŋ ɡˈati pu
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1101.84,1107.44,περιμένεις από τον πατέρα σου τζαί το οποίο,pˌerimˈenis apˌo tom batˈera su dzˈe to opˈio
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1105.2,1108.96,εν μπορείς να αλλάξεις με κανέναν Ναι Μπορείς να,ˈen borˈiz n alˈaksiz me kanˈenan nˈe borˈiz na
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1107.44,1111.0,αλλάξεις μόνο τον εαυτό σου τζαί μπορείς να αλλάξεις την,alˈaksiz mˈono ton ˌeaftˈo su dzˈe borˈiz n alˈaksis tin
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1108.96,1114.559,οπτική σου ως προς το πώς βλέπεις τις,ˌopticˈi su ˈos prˈos to pˈoz vlˈepis tis
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1111.0,1117.2,καταστάσεις τζαί τους ανθρώπους γύρω σου Έτσι ο,kˌatastˈasis dzˈe tus anθrˈopuz jˈiro su ˈetsi ˈomikrˌon
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1114.559,1121.039,πατέρας σου μπορεί να σου δώσει από αυτά που,patˈeras su borˈi na su ðˈosi apˌo aftˈa pu
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1117.2,1122.72,περιέγραψες εδώ μόνο χρηματική αξία,pˌeriˈeɣrapsˌes eðˈo mˈono xrˌimaticˈi aksˈia
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1121.039,1126.799,ακριβώς όταν αυτό που λαχταράς είναι,ˌakrivˈos ˈotan aftˈo pu lˌaxtarˈas ˌine
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1122.72,1129.84,αγάπη ανατροφή φροντίδα να νιώθεις ασφαλής,aɣˈapi ˌanatrofˈi frodˈiða na ɲˈoθis ˌasfalˈis
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1126.799,1133.6,τζαί σε αυτό το πλαίσιο,dzˈe se aftˈo to plˈesjo
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1129.84,1136.64,κάθε άντρας με τον οποίο είσαι μαζί έσιει επίσης τον δικό του,kˈaθe ˈadraz me ton opˈio ˌise mazˌi ˈesji epˈisis ton ðikˈo tu
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1133.6,1138.24,ρόλο αλλά λόγω αυτών που,rˈolo alˌa lˈoɣo aftˈom bu
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1136.64,1140.72,έσιει κάνει ο πατέρας σου είναι πιθανότατα πιο,ˈesji kˈani o patˈeras su ˌine pˌiθanˈotatˌa pçˈo
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1138.24,1142.96,πιθανό να επιλέγεις άντρες που έννα,pˌiθanˈo na ˌepilˈejis ˈadres pu ˈena
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1140.72,1145.44,σου δώσουν όσα σου έδωσε ο πατέρας σου,su ðˈosun ˈosa su ˈeðosˌe o patˈeras su
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1142.96,1147.44,μέχρι να επιλέξεις να το θεραπεύσεις αυτό,mˈexri na ˌepilˈeksiz na to θˌerapˈefsis aftˈo
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1145.44,1150.799,Γι αυτό το λόγο η θεραπεία έννα ήταν,jˈi aftˈo to lˈoɣo i θˌerapˈia ˈena ˌitan
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1147.44,1153.6,πολύ σημαντικό να εξετάσετε τζαί να,polˈi sˌimadikˈo na ˌeksetˈasetˌe dzˈe na
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1150.799,1156.48,εξετάσετε αυτές τις δυναμικές ώστε να είστε σε,ˌeksetˈasetˌe aftˈes tiz ðˌinamicˈes ˈoste na ˌiste se
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1153.6,1158.24,θέση να κάνετε πιο υγιεινές,θˈesi na kˈanetˌe pçˈo ˌijinˈes
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1156.48,1161.76,επιλογές,ˌepilojˈes
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1158.24,1164.799,για τον εαυτό σας τζαί στη συνέχεια να προσελκύσετε τον,jˈa ton ˌeaftˈo sas dzˈe sti sinˈeça na prˌoselcˈisetˌe ton
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1161.76,1166.559,σύντροφο που είναι πιο σταθερός τζαί ασφαλής,sˈidrofˌo pu ˌine pçˈo stˌaθerˈos dzˈe ˌasfalˈis
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1164.799,1169.6,για εσάς ως επιλογή Αυτό λέει η μαμά μου,jˈa esˈas ˈos ˌepilojˈi aftˈo lˈei i mamˈa mu
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1166.559,1171.48,ότι έλκω τους κακούς Εσύ,ˈoti ˈelko tus kakˈus esˈi
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1169.6,1174.08,κάπως έτσι,kˈapos ˈetsi
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1171.48,1176.64,Ναι Αφού ξέρει Όλοι το ξέρουν,nˈe afˈu ksˈeri ˈoli to ksˈerun
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1174.08,1178.72,αυτό Ναι Όπως οι περισσότεροι τύποι που μου,aftˈo nˈe ˈopos i pˌerissˈoterˌi tˈipi pu mu
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1176.64,1180.559,αρέσουν αυτό Αυτό είναι το θέμα Έτσι λοιπόν,arˈesun aftˈo aftˈo ˌine to θˈema ˈetsi lipˈon
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1178.72,1182.0,έλκω τους κακούς Τότε είμαι με αυτούς τους,ˈelko tus kakˈus tˈote ˌime me aftˈus tus
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1180.559,1183.679,κακούς Τζαί όταν είμαι με αυτούς τους κακούς,kakˈus dzˈe ˈotan ˌime me aftˈus tus kakˈus
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1182.0,1186.24,σσιάζουμαι τους καλούς Τζαί για κάποιο,ssjˈazumˌe tus kalˈus dzˈe jˈa kˈapiˌo
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1183.679,1187.679,λόγο αποφεύγω να αφήνω τον κακό,lˈoɣo ˌapofˈevɣo n afˈino toŋ ɡakˈo
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1186.24,1189.84,στον καλό παρόλο που ξέρω,stoŋ ɡalˈo parˈolo pu ksˈero
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1187.679,1191.36,ότι ο καλός έννα γίνει καλύτερος,ˈoti o kalˈos ˈena jˈini kalˈiterˌos
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1189.84,1193.12,Τζαί έτσι είναι κάπως σαν δίλημμα,dzˈe ˈetsi ˌine kˈapos sˈan ðˈilimˌa
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1191.36,1195.76,Τζαί μετά ο κακός με αφήνει Τζαί μετά,dzˈe metˈa o kakˈoz me afˈini dzˈe metˈa
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1193.12,1199.76,ο καλός εν με θέλει πια Έτσι,o kalˈos ˈen me θˈeli pçˈa ˈetsi
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1195.76,1202.919,έχεις συνηθίσει σε ένα συγκεκριμένο είδος χάους,ˌeçis sˌiniθˈisi se ˌena sˌiŋɡekrimˈeno ˈiðos xˈaus
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1199.76,1205.12,τζαί πάντα κάνεις επιλογές με βάση την,dzˈe pˈada kˈanis ˌepilojˈez me vˈasi tin
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1202.919,1208.0,οικειότητα του περιβάλλοντος στο οποίο,icˈotitˌa tu pˌerivˈalodˌos sto opˈio
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1205.12,1210.799,μεγαλώσαμε Αν λοιπόν είναι το πιο,mˌeɣalˈosamˌe an lipˈon ˌine to pçˈo
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1208.0,1212.559,οικείο πράγμα που,icˈio prˈaɣma pu
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1210.799,1215.2,σου λέει ο εγκέφαλός σου τζαί το σώμα σου,su lˈei o eŋɡˈefalˈos su dzˈe to sˈoma su
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1212.559,1218.32,αυτή είναι η ασφαλής επιλογή αλλά στην,aftˈi ˌine i ˌasfalˈis ˌepilojˈi alˌa stin
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1215.2,1221.12,πραγματικότητα είναι ο κακός επειδή είσαι,prˌaɣmatikˈotitˌa ˌine o kakˈos ˌepiðˈi ˌise
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1218.32,1222.88,εξοικειωμένος με αυτό το περιβάλλον τότε ο,ˌeksicomˈenoz me aftˈo to pˌerivˈalon dˈote ˈomikrˌon
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1221.12,1226.24,καλός φαίνεται σαν μεγαλύτερη,kalˈos fˈenetˌe sˈan mˌeɣalˈiterˌi
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1222.88,1228.48,απειλή επειδή εν είσαι εξοικειωμένος με αυτή την,ˌapilˈi ˌepiðˈi ˈen ˌise ˌeksicomˈenoz me aftˈi tin
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1226.24,1231.36,ασφάλεια όπως αυτή την ασφάλεια που,asfˈaʎa ˈopos aftˈi tin asfˈaʎa pu
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1228.48,1234.4,μπορεί να σου δώσει ένας καλός άνθρωπος Ένας πιο υγιής,borˈi na su ðˈosi ˌenas kalˈos ˈanθropˌos ˌenas pçˈo ijˈis
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1231.36,1236.0,άντρας συναισθηματικά σταθερός άντρας,ˈadras sˌinesθˌimatikˈa stˌaθerˈos ˈadras
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1234.4,1237.919,έννα σε έκανε να νιώσεις σαν Α αυτό,ˈena se ˈekanˌe na ɲˈosis sˈan ˈalf aftˈo
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1236.0,1239.44,εννεν σωστό Κάτι εν πάει καλά,ˈenen sostˈo kˈati ˈem bˈai kalˈa
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1237.919,1241.52,εδώ Δηλαδή εν είμαι συνηθισμένη σε,eðˈo ðˌilaðˈi ˈen ˌime sˌiniθismˈeni se
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1239.44,1243.679,αυτό το είδος αγάπης εν είμαι συνηθισμένη σε αυτό το,aftˈo to ˈiðos aɣˈapis ˈen ˌime sˌiniθismˈeni se aftˈo to
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1241.52,1245.919,είδος φροντίδας εν είμαι συνηθισμένη σε,ˈiðos frodˈiðas ˈen ˌime sˌiniθismˈeni se
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1243.679,1247.6,αυτό το είδος σταθερότητας Πρέπει να υπάρχει,aftˈo to ˈiðos stˌaθerˈotitˌas prˈepi na ipˈarçi
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1245.919,1249.6,κάτι λάθος με αυτόν Ναι Αλλά,kˈati lˈaθoz me aftˈon nˈe alˌa
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1247.6,1251.679,εδώ λες το ξέρω αυτό Το,eðˈo lˈes to ksˈero aftˈo to
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1249.6,1255.039,ξέρω αυτό Νιώθω άνετα μέσα σε,ksˈero aftˈo ɲˈoθo ˈanetˌa mˌesa se
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1251.679,1258.64,αυτό το χάος Όι Ναι Χρειάζεται θεραπεία ένας θεραπευτής,aftˈo to xˈaos ˈoɪ nˈe xrçˈazetˌe θˌerapˈia ˌenas θˌerapeftˈis
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1255.039,1260.64,Φυσικά,fˌisikˈa
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1258.64,1262.159,Έχετε δικό σας θεραπευτή Πραγματικά,ˌeçetˌe ðikˈo sas θˌerapeftˈi prˌaɣmatikˈa
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1260.64,1263.52,Ναί Λοιπόν είναι κάπως σαν να,nˈe lipˈon ˌine kˈapos sˈan na
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1262.159,1266.08,λέμε Χρειάζεται ένας ψυχολόγος,lˈeme xrçˈazetˌe ˌenaz psˌixolˈoɣos
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1263.52,1267.84,ψυχολόγο Ναί Ξέρεις τζαί,psˌixolˈoɣo nˈe ksˈeris dzˈe
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1266.08,1269.36,αυτό είναι πάντα ένα δίλημμα εν είχα ποτέ,aftˈo ˌine pˈada ˌena ðˈilimˌa ˈen ˌixa potˈe
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1267.84,1270.96,απάντηση σε αυτό αλλά εντάξει Οπότε,apˈadisˌi se aftˈo alˌa edˈaksi opˈote
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1269.36,1272.64,φυσικά έχεις τον δικό σου θεραπευτή,fˌisikˈa ˌeçis ton ðikˈo su θˌerapeftˈi
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1270.96,1273.84,Ναι Αλλά θαρκούμαι ότι οι συνεδρίες θεραπείας,nˈe alˌa θarkˈume ˈoti i sˌineðrˈies θˌerapˈias
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1272.64,1275.84,είναι λίγο διαφορετικές επειδή είσαι τζαί,ˌine lˈiɣo ðˌiafˌoreticˈes ˌepiðˈi ˌise dzˈe
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1273.84,1277.36,θεραπευτής Λοιπόν είναι Ναι Υποθέτω ότι,θˌerapeftˈiz lipˈon ˌine nˈe ˌipoθˈeto ˈoti
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1275.84,1279.12,έχεις μια κατανόηση της,ˌeçiz mɲa kˌatanˈoɪsi tis
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1277.36,1280.72,εσωτερικής σου ψυχής τζαί του τρόπου με τον οποίο,ˌesotˌericˈis su psiçˈis dzˈe tu trˈopu me ton opˈio
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1279.12,1283.52,λειτουργούν τα πράγματα Έτσι μπορείτε να δείτε τα,lˌiturɣˈun da prˈaɣmatˌa ˈetsi borˈite na ðˈite ta
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1280.72,1285.919,μοτίβα αλλά ίσως χρειάζεστε περισσότερη,motˈiv alˌa ˈisos xrçˈazestˌe pˌerissˈoterˌi
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1283.52,1288.32,υποστήριξη για να τα σπάσετε Εεε,ˌipostˈiriksˌi janˌa ta spˈasetˌe eˈee
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1285.919,1290.159,τζαί πολλές φορές νομίζουμε ότι έχουμε,dzˈe polˈes forˈez nomˈizumˌe ˈoti ˌexumˌe
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1288.32,1291.679,τις απαντήσεις ξέρεις πώς τοποθετούμε,tis ˌapadˈisis ksˈeris pˈos tˌopoθetˈume
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1290.159,1293.039,σενάρια στο κκελλέ μας τζαί πώς μιλάμε,senˈariˌa sto celˈe mas dzˈe pˈoz milˈame
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1291.679,1295.28,στον εαυτό μας Τζαί μετά όταν το λες,ston ˌeaftˈo mas dzˈe metˈa ˈotan do lˈes
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1293.039,1297.2,δυνατά κάποιος λέει Περίμενε μόλις,ðˌinatˈa kˈapiˌoz lˈei perˈimenˌe mˈolis
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1295.28,1299.52,είπες μια φράση τζιαμέ Μπορείς να,ˈipez mɲa frˈasi dzˌiamˈe borˈiz na
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1297.2,1302.159,την πεις ξανά Τζαί τότε συνειδητοποιείς,tim bˈis ksanˈa dzˈe tˈote sˌiniðˌitopiˈis
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1299.52,1303.76,την ασυνείδητη πεποίθηση που,tin ˌasinˈiðitˌi pepˈiθisˌi pu
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1302.159,1306.799,καθοδηγεί την παράσταση την οποία εν μπορούσες,kˌaθoðijˈi tim barˈastasˌi tin opˈia ˈen borˈuses
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1303.76,1308.88,να δεις πριν Έτσι ένας θεραπευτής,na ðˈis prˈin ˈetsi ˌenas θˌerapeftˈis
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1306.799,1311.919,σας αντανακλά πίσω σε αυτό που πραγματικά σας,sas ˌadanaklˈa pˈiso se aftˈo pu prˌaɣmatikˈa sas
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1308.88,1314.0,λείπει Ναι Κάτι που ένας φίλος,lˈipi nˈe kˈati pu ˌenas fˈilos
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1311.919,1315.36,τις περισσότερες φορές εν μπορεί να κάνει Δικαίωμα Επομένως είναι σημαντικό,tis pˌerissˈoterˌes forˈes ˈen borˈi na kˈani ðicˈeomˌa ˌepomˈenos ˌine sˌimadikˈo
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1314.0,1317.039,για έναν θεραπευτή να έσιει τζαί έναν,jˈa ˌenan θˌerapeftˈi na ˈesji dzˈe ˌenan
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1315.36,1320.039,θεραπευτή Ναί Είναι δύσκολο να είσαι,θˌerapeftˈi nˈe ˌine ðˈiskolˌo na ˌise
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1317.039,1325.039,θεραπευτής,θˌerapeftˈis
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1320.039,1328.96,Είναι δύσκολη δουλειά δηλαδή Ναι είναι,ˌine ðˈiskolˌi ðuʎˈa ðˌilaðˈi nˈe ˌine
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1325.039,1328.96,Θαρκούμαι ότι χρειάζεται πολλή,θarkˈume ˈoti xrçˈazetˌe polˈi
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1329.88,1335.4,συναισθηματική φόρτιση,sˌinesθˌimaticˈi fˈortisˌi
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1332.64,1338.64,όι μόνο,ˈoɪ mˈono
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1335.4,1342.24,ωριμότητα σταθερότητα τζαί είναι επίσης,ˌorimˈotitˌa stˌaθerˈotitˌa dzˈe ˌine epˈisis
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1338.64,1344.88,αρκετά εξαντλητικό Έτσι ο αριθμός των,ˌarcetˈa ˌeksadlˌitikˈo ˈetsi o ˌariθmˈos ton
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1342.24,1348.0,ατόμων που μπορείτε να δείτε ανά ημέρα όξα ο τρόπος με τον οποίο,atˈomom bu borˈite na ðˈite anˈa imˈera ˈoksa o trˈopoz me ton opˈio
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1344.88,1349.6,διεξάγετε τις συνεδρίες σας είναι περιορισμένος Ναι,ðˌieksˈajetˌe tis sˌineðrˈies sas ˌine pˌeriˌorismˈenoz nˈe
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1348.0,1352.4,Τζαί λαλώ ότι εννοώ ότι ξέρω ότι οι περισσότεροι,dzˈe lalˈo ˈoti ˌenoˈo ˈoti ksˈero ˈoti i pˌerissˈoterˌi
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1349.6,1354.32,θεραπευτές στην Κύπρο κάνουν,θˌerapeftˈes stiŋ ɡˈipro kˈanun
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1352.4,1357.2,περίπου οκτώ συνεδρίες την ημέρα έννα,perˈipu oktˈo sˌineðrˈies tin imˈera ˈena
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1354.32,1359.84,χρεώσουν κάτι εξωφρενικό όπως,xreˈosuŋ ɡˈati ˌeksofrˌenikˈo ˈopos
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1357.2,1361.72,ευρώ που ξέρετε είναι πολύ χαμαί από το,evrˈo pu ksˈeretˌe ˌine polˈi xamˈe apˌo to
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1359.84,1364.24,μέσο όρο Όπως στις ΗΠΑ λένε,mˈeso ˈoro ˈopos stis ˌitapˌiˈalfa lˈene
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1361.72,1366.08,πράγματα όπως ξέρεις ευρώ εν μπορείς να,prˈaɣmatˌa ˈopos ksˈeris evrˈo ˈen borˈiz na
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1364.24,1368.48,βρεις θεραπευτή για Εννοώ αυτό,vrˈis θˌerapeftˈi jˈa ˌenoˈo aftˈo
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1366.08,1370.559,είναι γελοίο επειδή αυτό που,ˌine jelˈio ˌepiðˈi aftˈo pu
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1368.48,1373.44,συμβαίνει στη θεραπεία είναι ότι,simvˈeni sti θˌerapˈia ˌine ˈoti
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1370.559,1375.76,έρχεσαι τζαί είσαι έτσι το,ˈerçesˌe dzˈe ˌise ˈetsi to
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1373.44,1379.039,περιγράφω Υπάρχει ένας εμετός του,pˌeriɣrˈafo ipˈarçi ˌenas ˌemetˈos tu
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1375.76,1380.64,συναισθηματικού σου κόσμου πάνω μου τον οποίο στη συνέχεια,sˌinesθˌimatikˈu su kˈosmu pˈano mu ton opˈio sti sinˈeça
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1379.039,1383.12,πρέπει να πάω στον θεραπευτή μου τζαί να τον εμετήσω,prˈepi na pˈao ston θˌerapeftˈi mu dzˈe na ton ˌemetˈiso
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1380.64,1385.76,πάνω του Δικαίωμα Υπάρχει λοιπόν αυτή η,pˈano tu ðicˈeomˌa ipˈarçi lipˈon aftˈi ˈita
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1383.12,1388.559,εκφόρτωση που λαμβάνει χώρα τζαί σε,ekfˈortosˌi pu lamvˈani xˈora dzˈe se
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1385.76,1390.96,αυτό υπάρχει ένα πολύ μεγάλο βάρος για το,aftˈo ipˈarçi ˌena polˈi meɣˈalo vˈaroz jˈa to
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1388.559,1394.32,φυσικό το συναισθηματικό τζαί το,fˌisikˈo to sˌinesθˌimatikˈo dzˈe to
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1390.96,1397.52,πνευματικό σώμα κάθε ανθρώπου Έτσι,pnˌevmatikˈo sˈoma kˈaθe anθrˈopu ˈetsi
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1394.32,1400.72,μαθαίνεις πώς να πλοηγείσαι σε αυτές τις,maθˈenis pˈoz na ploɪjˈise se aftˈes tis
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1397.52,1401.919,δυναμικές καθ όλη τη διάρκεια της,ðˌinamicˈes kˈaθ ˈoli ti ðiˈarca tis
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1400.72,1404.159,θεραπείας τζαί χτίζεις την,θˌerapˈias dzˈe xtˈizis tin
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1401.919,1407.039,ανθεκτικότητά σου,ˌanθektikˈotitˈa su
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1404.159,1408.72,Είναι λοιπόν δύσκολο Ένας θεραπευτής,ˌine lipˈon ðˈiskolˌo ˌenas θˌerapeftˈis
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1407.039,1410.559,πηγαίνει σε έναν θεραπευτή πηγαίνει σε έναν θεραπευτή,pijˈeni se ˌenan θˌerapeftˈi pijˈeni se ˌenan θˌerapeftˈi
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1408.72,1414.08,πηγαίνει σε έναν θεραπευτή τζαί το θέμα απλώς κάνει έναν,pijˈeni se ˌenan θˌerapeftˈi dzˈe to θˈem aplˈos kˈani ˌenan
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1410.559,1416.48,κύκλο μοιρών Δεκάρα Εκπληκτική επιτυχία Λοιπόν πόσες,cˈiklo mirˈon ðekˈara ˌekplikticˈi ˌepitiçˈia lipˈom bˈoses
/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,1414.08,1419.12,συνεδρίες κάνετε την ημέρα Προσπαθώ να,sˌineðrˈies kˈanetˌe tin imˈera prˌospaθˈo na
